Name,Gender,DOB,Document_Type,Document_Number,Address,Name_clean,Address_clean,Gender_clean,Document_type_clean,Document_format,Combined_Data,Duplicate_Group_ID,Fraud_Risk_Score,Fraud_Risk_Level
Divit Sandhu,Male,05-09-1991,Passport,V5378669,"60, Sinha Path, Burhanpur 173286",divit sandhu,60 sinha path burhanpur 173286,male,passport,True,divit sandhu male 05091991 passport V5378669 60 sinha path burhanpur 173286,-1,0.0,Low
Vaibhav Khosla,Male,10-01-1974,Aadhaar,4407 6946 3228,"24/389, Sur Road, Tiruvottiyur-721075",vaibhav khosla,24389 sur road tiruvottiyur721075,male,aadhaar,False,vaibhav khosla male 10011974 aadhaar 4407 6946 3228 24389 sur road tiruvottiyur721075,-1,0.4,Medium
Kismat Thaker,Female,14-10-2003,,Missing,"59/096, Savant Ganj, Srikakulam-362299",kismat thaker,59096 savant ganj srikakulam362299,female,nan,False,kismat thaker female 14102003 nan Missing 59096 savant ganj srikakulam362299,-1,0.4,Medium
Vanya Thaman,Female,08-02-2001,Aadhaar,3223 9582 8295,"52/482, Kale Nagar, New Delhi 606312",vanya thaman,52482 kale nagar new delhi 606312,female,aadhaar,False,vanya thaman female 08022001 aadhaar 3223 9582 8295 52482 kale nagar new delhi 606312,-1,0.4,Medium
Nehmat Mann,Other,06-10-1992,Passport,H9457917,,nehmat mann,nan,other,passport,True,nehmat mann other 06101992 passport H9457917 nan,-1,0.0,Low
Prisha Sahni,Female,21-10-1973,PAN,LBFBS9918V,"27/400, Hora Chowk, Thrissur 402095",prisha sahni,27400 hora chowk thrissur 402095,female,pan,True,prisha sahni female 21101973 pan LBFBS9918V 27400 hora chowk thrissur 402095,-1,0.0,Low
Madhup Batta,Other,03-11-1985,PAN,LKMTB9407Z,"521, Anne Nagar, Malegaon 123763",madhup batta,521 anne nagar malegaon 123763,other,pan,True,madhup batta other 03111985 pan LKMTB9407Z 521 anne nagar malegaon 123763,-1,0.0,Low
Raghav Anne,Other,14-09-1992,Passport,U5060982,"355, Setty Chowk, Jabalpur 182425",raghav anne,355 setty chowk jabalpur 182425,other,passport,True,raghav anne other 14091992 passport U5060982 355 setty chowk jabalpur 182425,-1,0.0,Low
Elakshi Shanker,Other,31-05-1991,Aadhaar,1892 2742 7184,"H.No. 54, Chawla Road, Madanapalle-954853",elakshi shanker,hno 54 chawla road madanapalle954853,other,aadhaar,False,elakshi shanker other 31051991 aadhaar 1892 2742 7184 hno 54 chawla road madanapalle954853,-1,0.4,Medium
Ivana Dubey,Other,12-12-1994,Passport,Z1261991,"68/88, Sekhon, Vijayanagaram 589594",ivana dubey,6888 sekhon vijayanagaram 589594,other,passport,True,ivana dubey other 12121994 passport Z1261991 6888 sekhon vijayanagaram 589594,-1,0.0,Low
Ritvik Chandran,Male,15-02-1989,Passport,J5042251,"765, Mahajan Zila, Erode 474319",ritvik chandran,765 mahajan zila erode 474319,male,passport,True,ritvik chandran male 15021989 passport J5042251 765 mahajan zila erode 474319,-1,0.0,Low
Ivana Agarwal,Other,28-04-1970,PAN,XXOBA4361B,"631, Arya Circle, Baranagar-214604",ivana agarwal,631 arya circle baranagar214604,other,pan,True,ivana agarwal other 28041970 pan XXOBA4361B 631 arya circle baranagar214604,-1,0.0,Low
Lakshit Tandon,Other,26-05-2005,,Missing,"54, Dasgupta Marg, Bharatpur 913260",lakshit tandon,54 dasgupta marg bharatpur 913260,other,nan,False,lakshit tandon other 26052005 nan Missing 54 dasgupta marg bharatpur 913260,-1,0.4,Medium
Drishya Mahal,Male,08-10-1995,PAN,JCQJM7329W,"93/854, Gara Chowk, Khammam-477197",drishya mahal,93854 gara chowk khammam477197,male,pan,True,drishya mahal male 08101995 pan JCQJM7329W 93854 gara chowk khammam477197,-1,0.0,Low
Zaina Thaker,Male,15-01-1975,Aadhaar,1560 9764 3432,"H.No. 419, Sidhu, Ramagundam 202502",zaina thaker,hno 419 sidhu ramagundam 202502,male,aadhaar,False,zaina thaker male 15011975 aadhaar 1560 9764 3432 hno 419 sidhu ramagundam 202502,-1,0.4,Medium
Zoya Wali,Male,20-07-1966,Aadhaar,7136 4658 8842,"H.No. 022, Bhalla Path, Adoni 917433",zoya wali,hno 022 bhalla path adoni 917433,male,aadhaar,False,zoya wali male 20071966 aadhaar 7136 4658 8842 hno 022 bhalla path adoni 917433,-1,0.4,Medium
Eva Basak,Male,02-01-1980,Passport,Z8529754,"767, Chakrabarti Nagar, Jodhpur-931165",eva basak,767 chakrabarti nagar jodhpur931165,male,passport,True,eva basak male 02011980 passport Z8529754 767 chakrabarti nagar jodhpur931165,-1,0.0,Low
Vidur Rout,Other,03-03-1998,Aadhaar,1269 2331 5971,"566, Din Ganj, Tadepalligudem-466686",vidur rout,566 din ganj tadepalligudem466686,other,aadhaar,False,vidur rout other 03031998 aadhaar 1269 2331 5971 566 din ganj tadepalligudem466686,-1,0.4,Medium
Madhup Mahal,Other,23-12-1976,Passport,S7839987,"H.No. 34, Kale Street, Hubli–Dharwad 593634",madhup mahal,hno 34 kale street hublidharwad 593634,other,passport,True,madhup mahal other 23121976 passport S7839987 hno 34 kale street hublidharwad 593634,-1,0.0,Low
Ishita Buch,Male,15-08-1983,Aadhaar,4981 8490 1324,,ishita buch,nan,male,aadhaar,False,ishita buch male 15081983 aadhaar 4981 8490 1324 nan,-1,0.4,Medium
Ehsaan Solanki,Female,23-11-1995,PAN,EWTHS0124O,"H.No. 29, Dhaliwal Marg, Bhopal 376518",ehsaan solanki,hno 29 dhaliwal marg bhopal 376518,female,pan,True,ehsaan solanki female 23111995 pan EWTHS0124O hno 29 dhaliwal marg bhopal 376518,-1,0.0,Low
Bhamini Das,Male,18-07-1999,Aadhaar,1054 4072 4058,"42/35, Bhagat Marg, Burhanpur-281031",bhamini das,4235 bhagat marg burhanpur281031,male,aadhaar,False,bhamini das male 18071999 aadhaar 1054 4072 4058 4235 bhagat marg burhanpur281031,-1,0.4,Medium
Himmat Rau,Female,13-06-1977,PAN,ZWDTR6307J,"92, Mann, Kamarhati-519710",himmat rau,92 mann kamarhati519710,female,pan,True,himmat rau female 13061977 pan ZWDTR6307J 92 mann kamarhati519710,-1,0.0,Low
Aayush Dalal,Female,12-09-1992,PAN,VMUTD1259M,"96/853, Goyal Chowk, Sultan Pur Majra-145488",aayush dalal,96853 goyal chowk sultan pur majra145488,female,pan,True,aayush dalal female 12091992 pan VMUTD1259M 96853 goyal chowk sultan pur majra145488,-1,0.0,Low
Hunar Lal,Female,18-03-1978,Aadhaar,7883 1356 1410,"83/580, Deshpande Nagar, Tinsukia 148100",hunar lal,83580 deshpande nagar tinsukia 148100,female,aadhaar,False,hunar lal female 18031978 aadhaar 7883 1356 1410 83580 deshpande nagar tinsukia 148100,-1,0.4,Medium
Himmat Chada,Female,28-02-2003,Passport,E5869974,"953, Mahal Zila, Akola 235927",himmat chada,953 mahal zila akola 235927,female,passport,True,himmat chada female 28022003 passport E5869974 953 mahal zila akola 235927,-1,0.0,Low
Siya Sama,Male,02-11-1986,PAN,CZZCS8287I,"391, Grover Street, Patiala 063868",siya sama,391 grover street patiala 063868,male,pan,True,siya sama male 02111986 pan CZZCS8287I 391 grover street patiala 063868,-1,0.0,Low
Hiran Kanda,Male,12-11-1976,PAN,DDVAK8310R,"H.No. 08, Loyal, Kollam 760054",hiran kanda,hno 08 loyal kollam 760054,male,pan,True,hiran kanda male 12111976 pan DDVAK8310R hno 08 loyal kollam 760054,-1,0.0,Low
Aaryahi Ranganathan,Other,16-03-1986,PAN,EOFFR1416B,"72/164, Lal Zila, Narasaraopet-508708",aaryahi ranganathan,72164 lal zila narasaraopet508708,other,pan,True,aaryahi ranganathan other 16031986 pan EOFFR1416B 72164 lal zila narasaraopet508708,-1,0.0,Low
Arnav Ghose,Male,17-06-1995,PAN,CHFBG0323T,"222, Aurora Nagar, Shimoga 116180",arnav ghose,222 aurora nagar shimoga 116180,male,pan,True,arnav ghose male 17061995 pan CHFBG0323T 222 aurora nagar shimoga 116180,-1,0.0,Low
Kanav Bedi,Male,24-10-1996,Aadhaar,2781 8471 9370,"476, Chaudhari Zila, North Dumdum-279621",kanav bedi,476 chaudhari zila north dumdum279621,male,aadhaar,False,kanav bedi male 24101996 aadhaar 2781 8471 9370 476 chaudhari zila north dumdum279621,-1,0.4,Medium
Kaira Srinivas,Male,02-04-1978,Aadhaar,6318 3636 3397,"31/384, Anand Zila, Siwan-805359",kaira srinivas,31384 anand zila siwan805359,male,aadhaar,False,kaira srinivas male 02041978 aadhaar 6318 3636 3397 31384 anand zila siwan805359,-1,0.4,Medium
Hunar Doshi,Male,08-01-1979,PAN,ZUTHD2340F,"264, Anand Road, Thiruvananthapuram-476202",hunar doshi,264 anand road thiruvananthapuram476202,male,pan,True,hunar doshi male 08011979 pan ZUTHD2340F 264 anand road thiruvananthapuram476202,-1,0.0,Low
Heer Dora,Male,05-04-1971,Passport,K4621924,"44/91, Shah Chowk, Kolhapur 037737",heer dora,4491 shah chowk kolhapur 037737,male,passport,True,heer dora male 05041971 passport K4621924 4491 shah chowk kolhapur 037737,-1,0.0,Low
Krish Bhattacharyya,Male,03-04-1970,Aadhaar,7683 3945 6412,"79/765, Behl Street, Farrukhabad-787003",krish bhattacharyya,79765 behl street farrukhabad787003,male,aadhaar,False,krish bhattacharyya male 03041970 aadhaar 7683 3945 6412 79765 behl street farrukhabad787003,-1,0.4,Medium
Riaan Varty,Male,03-07-1981,PAN,NTDLV1925T,"51/656, Bhat Street, South Dumdum-497789",riaan varty,51656 bhat street south dumdum497789,male,pan,True,riaan varty male 03071981 pan NTDLV1925T 51656 bhat street south dumdum497789,-1,0.0,Low
Nakul Mangal,Other,24-09-1966,PAN,GYTLM1505T,"40/386, Sangha Nagar, Dhule 429719",nakul mangal,40386 sangha nagar dhule 429719,other,pan,True,nakul mangal other 24091966 pan GYTLM1505T 40386 sangha nagar dhule 429719,-1,0.0,Low
Anay Handa,Male,10-04-1987,Aadhaar,7193 3852 4221,"18/688, Rau Ganj, Naihati 369281",anay handa,18688 rau ganj naihati 369281,male,aadhaar,False,anay handa male 10041987 aadhaar 7193 3852 4221 18688 rau ganj naihati 369281,-1,0.4,Medium
Purab Raman,Female,15-05-1996,Aadhaar,2696 7730 7019,"19, Sandal, Ongole 344795",purab raman,19 sandal ongole 344795,female,aadhaar,False,purab raman female 15051996 aadhaar 2696 7730 7019 19 sandal ongole 344795,-1,0.4,Medium
Purab Zachariah,Other,31-03-1980,PAN,YPIPZ9605L,"48, De Path, Kollam 320443",purab zachariah,48 de path kollam 320443,other,pan,True,purab zachariah other 31031980 pan YPIPZ9605L 48 de path kollam 320443,-1,0.0,Low
Yuvraj  Gole,,17-05-1965,Aadhaar,7596 7551 8089,"19/431, Bansal Road, Sambhal 654716",yuvraj  gole,19431 bansal road sambhal 654716,nan,aadhaar,False,yuvraj  gole nan 17051965 aadhaar 7596 7551 8089 19431 bansal road sambhal 654716,-1,0.4,Medium
Divit De,Female,16-12-1973,PAN,NSUAD6764H,"278, Dasgupta Zila, Bareilly-484124",divit de,278 dasgupta zila bareilly484124,female,pan,True,divit de female 16121973 pan NSUAD6764H 278 dasgupta zila bareilly484124,-1,0.0,Low
Samaira Shenoy,Female,27-11-1977,Aadhaar,9945 1735 5821,"H.No. 20, Agate Zila, Gurgaon 982120",samaira shenoy,hno 20 agate zila gurgaon 982120,female,aadhaar,False,samaira shenoy female 27111977 aadhaar 9945 1735 5821 hno 20 agate zila gurgaon 982120,-1,0.4,Medium
Baiju Bath,Other,09-08-1999,Aadhaar,3068 2107 5526,"H.No. 879, Karnik Street, Ahmedabad-316378",baiju bath,hno 879 karnik street ahmedabad316378,other,aadhaar,False,baiju bath other 09081999 aadhaar 3068 2107 5526 hno 879 karnik street ahmedabad316378,-1,0.4,Medium
Jhanvi Dara,Other,03-09-1989,Aadhaar,9453 8391 5503,"78/24, Gade Street, Latur-784864",jhanvi dara,7824 gade street latur784864,other,aadhaar,False,jhanvi dara other 03091989 aadhaar 9453 8391 5503 7824 gade street latur784864,-1,0.4,Medium
Yuvraj  Sunder,Other,31-03-1975,Aadhaar,2533 2998 6979,"75/07, Saxena, Farrukhabad-556841",yuvraj  sunder,7507 saxena farrukhabad556841,other,aadhaar,False,yuvraj  sunder other 31031975 aadhaar 2533 2998 6979 7507 saxena farrukhabad556841,-1,0.4,Medium
Divit Konda,Female,29-07-1986,Passport,F1767519,"H.No. 101, Agate Street, Patiala-113393",divit konda,hno 101 agate street patiala113393,female,passport,True,divit konda female 29071986 passport F1767519 hno 101 agate street patiala113393,-1,0.0,Low
Anahi Tara,Other,12-01-1981,Passport,P6984033,"71, Gade Marg, Jalgaon 855041",anahi tara,71 gade marg jalgaon 855041,other,passport,True,anahi tara other 12011981 passport P6984033 71 gade marg jalgaon 855041,-1,0.0,Low
Samar Sem,Male,28-07-1966,Aadhaar,3573 7613 7256,"53, Sama Chowk, Meerut-230587",samar sem,53 sama chowk meerut230587,male,aadhaar,False,samar sem male 28071966 aadhaar 3573 7613 7256 53 sama chowk meerut230587,-1,0.4,Medium
Tejas Kumar,Female,10-12-1975,Aadhaar,7036 6022 4149,"H.No. 50, Brahmbhatt Ganj, Morbi-210046",tejas kumar,hno 50 brahmbhatt ganj morbi210046,female,aadhaar,False,tejas kumar female 10121975 aadhaar 7036 6022 4149 hno 50 brahmbhatt ganj morbi210046,-1,0.4,Medium
Eshani Mane,Male,08-06-1989,Passport,C4837166,"52/599, Ben Chowk, Thoothukudi-478015",eshani mane,52599 ben chowk thoothukudi478015,male,passport,True,eshani mane male 08061989 passport C4837166 52599 ben chowk thoothukudi478015,-1,0.0,Low
Yakshit Gala,Male,Unknown,PAN,UFYFG2320J,"H.No. 09, Vala Zila, Jorhat-433157",yakshit gala,hno 09 vala zila jorhat433157,male,pan,True,yakshit gala male Unknown pan UFYFG2320J hno 09 vala zila jorhat433157,-1,0.0,Low
Ivan Bhasin,Female,28-12-1968,Aadhaar,2491 9145 8814,"H.No. 48, Wason Street, Aligarh-520410",ivan bhasin,hno 48 wason street aligarh520410,female,aadhaar,False,ivan bhasin female 28121968 aadhaar 2491 9145 8814 hno 48 wason street aligarh520410,-1,0.4,Medium
Ritvik Ramesh,Female,02-06-2003,,Missing,"568, Maharaj Circle, Sangli-Miraj & Kupwad-257110",ritvik ramesh,568 maharaj circle sanglimiraj  kupwad257110,female,nan,False,ritvik ramesh female 02062003 nan Missing 568 maharaj circle sanglimiraj  kupwad257110,-1,0.4,Medium
Rati Saha,Female,19-10-2004,Aadhaar,8203 3932 7741,"89/510, Banerjee Nagar, Dehradun 551974",rati saha,89510 banerjee nagar dehradun 551974,female,aadhaar,False,rati saha female 19102004 aadhaar 8203 3932 7741 89510 banerjee nagar dehradun 551974,-1,0.4,Medium
Ivana Vasa,Female,19-11-1965,Passport,C3116261,"H.No. 304, Divan Circle, Amroha-850091",ivana vasa,hno 304 divan circle amroha850091,female,passport,True,ivana vasa female 19111965 passport C3116261 hno 304 divan circle amroha850091,-1,0.0,Low
Navya Chokshi,Female,28-05-1998,Passport,M6801782,"H.No. 782, Bumb, Gorakhpur-340757",navya chokshi,hno 782 bumb gorakhpur340757,female,passport,True,navya chokshi female 28051998 passport M6801782 hno 782 bumb gorakhpur340757,-1,0.0,Low
Manikya Sharma,Female,11-07-1977,Aadhaar,3479 3764 2209,"334, Kanda, Raebareli-955988",manikya sharma,334 kanda raebareli955988,female,aadhaar,False,manikya sharma female 11071977 aadhaar 3479 3764 2209 334 kanda raebareli955988,-1,0.4,Medium
Nitara Sha,Female,01-05-1983,Passport,O8199221,"81/97, Shetty Marg, Bettiah-474891",nitara sha,8197 shetty marg bettiah474891,female,passport,True,nitara sha female 01051983 passport O8199221 8197 shetty marg bettiah474891,-1,0.0,Low
Advik Mand,Male,23-03-1984,Aadhaar,5986 6963 7076,,advik mand,nan,male,aadhaar,False,advik mand male 23031984 aadhaar 5986 6963 7076 nan,-1,0.4,Medium
Samarth Hora,Male,26-10-1978,Passport,T7803673,"H.No. 58, Jaggi Circle, Jammu-311406",samarth hora,hno 58 jaggi circle jammu311406,male,passport,True,samarth hora male 26101978 passport T7803673 hno 58 jaggi circle jammu311406,-1,0.0,Low
Elakshi Choudhry,Female,23-01-1994,PAN,LRPCC4547Q,"344, Bala Road, Jamshedpur 845371",elakshi choudhry,344 bala road jamshedpur 845371,female,pan,True,elakshi choudhry female 23011994 pan LRPCC4547Q 344 bala road jamshedpur 845371,-1,0.0,Low
Seher Trivedi,Male,12-06-1993,Aadhaar,8393 4167 5198,"H.No. 872, Agarwal Road, Bhind 960678",seher trivedi,hno 872 agarwal road bhind 960678,male,aadhaar,False,seher trivedi male 12061993 aadhaar 8393 4167 5198 hno 872 agarwal road bhind 960678,-1,0.4,Medium
Dishani Balakrishnan,Female,23-05-1971,PAN,XFRLB1194B,"900, Golla Street, Parbhani-438680",dishani balakrishnan,900 golla street parbhani438680,female,pan,True,dishani balakrishnan female 23051971 pan XFRLB1194B 900 golla street parbhani438680,-1,0.0,Low
Mohanlal Mann,Female,19-04-1982,Aadhaar,3228 8288 1075,"44, Karpe Nagar, Gangtok-070541",mohanlal mann,44 karpe nagar gangtok070541,female,aadhaar,False,mohanlal mann female 19041982 aadhaar 3228 8288 1075 44 karpe nagar gangtok070541,-1,0.4,Medium
Shayak Maharaj,Female,29-04-1974,PAN,SKIAM2785P,"22/107, Bains, Bhagalpur-352171",shayak maharaj,22107 bains bhagalpur352171,female,pan,True,shayak maharaj female 29041974 pan SKIAM2785P 22107 bains bhagalpur352171,-1,0.0,Low
Ranbir Dhillon,Male,03-02-2003,Passport,M4856826,"02, Keer Path, Anantapur 802037",ranbir dhillon,02 keer path anantapur 802037,male,passport,True,ranbir dhillon male 03022003 passport M4856826 02 keer path anantapur 802037,-1,0.0,Low
Urvi Lalla,Other,21-10-2005,Passport,Y5882329,"748, Kapur Zila, Dhule 166922",urvi lalla,748 kapur zila dhule 166922,other,passport,True,urvi lalla other 21102005 passport Y5882329 748 kapur zila dhule 166922,-1,0.0,Low
Parinaaz Aggarwal,Other,Unknown,Passport,S7224194,"59/84, Kala Zila, Vasai-Virar-374443",parinaaz aggarwal,5984 kala zila vasaivirar374443,other,passport,True,parinaaz aggarwal other Unknown passport S7224194 5984 kala zila vasaivirar374443,-1,0.0,Low
Badal Saraf,Other,Unknown,Passport,G3097810,"63, Shenoy Circle, Bilaspur 663810",badal saraf,63 shenoy circle bilaspur 663810,other,passport,True,badal saraf other Unknown passport G3097810 63 shenoy circle bilaspur 663810,-1,0.0,Low
Armaan Rana,Other,29-12-1994,Aadhaar,7954 6423 1063,"02, Das, Kulti 885042",armaan rana,02 das kulti 885042,other,aadhaar,False,armaan rana other 29121994 aadhaar 7954 6423 1063 02 das kulti 885042,-1,0.4,Medium
Hridaan Mahal,Male,18-08-2002,Aadhaar,2130 1609 6957,"76/08, Luthra Ganj, Shimoga 814361",hridaan mahal,7608 luthra ganj shimoga 814361,male,aadhaar,False,hridaan mahal male 18082002 aadhaar 2130 1609 6957 7608 luthra ganj shimoga 814361,-1,0.4,Medium
Aniruddh Sankar,Other,24-10-1970,PAN,GFGLS7286M,"398, Kuruvilla Path, Chinsurah-905564",aniruddh sankar,398 kuruvilla path chinsurah905564,other,pan,True,aniruddh sankar other 24101970 pan GFGLS7286M 398 kuruvilla path chinsurah905564,-1,0.0,Low
Shanaya Walia,Other,10-09-1976,Passport,E7539493,"12, Sachdev Chowk, Dhule-455168",shanaya walia,12 sachdev chowk dhule455168,other,passport,True,shanaya walia other 10091976 passport E7539493 12 sachdev chowk dhule455168,-1,0.0,Low
Romil Vohra,Female,31-08-2003,Aadhaar,4387 9001 5455,"16/43, Tandon Chowk, Bidhannagar 556177",romil vohra,1643 tandon chowk bidhannagar 556177,female,aadhaar,False,romil vohra female 31082003 aadhaar 4387 9001 5455 1643 tandon chowk bidhannagar 556177,-1,0.4,Medium
Himmat Bhatia,Female,29-06-1986,PAN,HUNFB9373T,"H.No. 049, Goyal Ganj, Mangalore-163802",himmat bhatia,hno 049 goyal ganj mangalore163802,female,pan,True,himmat bhatia female 29061986 pan HUNFB9373T hno 049 goyal ganj mangalore163802,-1,0.0,Low
Rati Subramanian,Other,25-01-2006,Aadhaar,9945 8496 4990,"H.No. 40, Bath Road, Haridwar-904713",rati subramanian,hno 40 bath road haridwar904713,other,aadhaar,False,rati subramanian other 25012006 aadhaar 9945 8496 4990 hno 40 bath road haridwar904713,-1,0.4,Medium
Saksham Sekhon,Female,06-04-1987,Aadhaar,2186 7541 1750,"02/56, Dube Circle, Pudukkottai 370268",saksham sekhon,0256 dube circle pudukkottai 370268,female,aadhaar,False,saksham sekhon female 06041987 aadhaar 2186 7541 1750 0256 dube circle pudukkottai 370268,-1,0.4,Medium
Mahika Sur,Female,07-01-1987,Aadhaar,2919 3530 2342,"H.No. 960, Goyal Chowk, Jorhat-636967",mahika sur,hno 960 goyal chowk jorhat636967,female,aadhaar,False,mahika sur female 07011987 aadhaar 2919 3530 2342 hno 960 goyal chowk jorhat636967,-1,0.4,Medium
Raghav Kalita,Other,11-07-1978,Passport,N4389992,"H.No. 469, Goswami Circle, Bidhannagar-205726",raghav kalita,hno 469 goswami circle bidhannagar205726,other,passport,True,raghav kalita other 11071978 passport N4389992 hno 469 goswami circle bidhannagar205726,-1,0.0,Low
Faiyaz Dutta,,11-04-1984,PAN,ZRYPD6332R,"H.No. 39, Acharya Chowk, Darbhanga 381003",faiyaz dutta,hno 39 acharya chowk darbhanga 381003,nan,pan,True,faiyaz dutta nan 11041984 pan ZRYPD6332R hno 39 acharya chowk darbhanga 381003,-1,0.0,Low
Piya Mangal,Female,29-11-1982,PAN,PGRJM0020V,"62, Dar Nagar, Guwahati 213705",piya mangal,62 dar nagar guwahati 213705,female,pan,True,piya mangal female 29111982 pan PGRJM0020V 62 dar nagar guwahati 213705,-1,0.0,Low
Badal Shetty,Female,22-09-1992,Passport,P1536161,"64, Saini Path, Sikar-634953",badal shetty,64 saini path sikar634953,female,passport,True,badal shetty female 22091992 passport P1536161 64 saini path sikar634953,-1,0.0,Low
Nakul Seshadri,Male,09-02-1994,PAN,EBBAS9640N,"H.No. 06, Gade Marg, Akola 349516",nakul seshadri,hno 06 gade marg akola 349516,male,pan,True,nakul seshadri male 09021994 pan EBBAS9640N hno 06 gade marg akola 349516,-1,0.0,Low
Kismat Thakkar,,16-12-2005,PAN,QIPGT2862O,,kismat thakkar,nan,nan,pan,True,kismat thakkar nan 16122005 pan QIPGT2862O nan,-1,0.0,Low
,Other,20-07-1978,PAN,EIBTK0490W,"43/99, Doshi Ganj, Siwan 762635",nan,4399 doshi ganj siwan 762635,other,pan,True,nan other 20071978 pan EIBTK0490W 4399 doshi ganj siwan 762635,-1,0.0,Low
Kabir Sankar,Female,13-05-1994,Passport,P2019646,"31/440, Jani Circle, Ujjain 725820",kabir sankar,31440 jani circle ujjain 725820,female,passport,True,kabir sankar female 13051994 passport P2019646 31440 jani circle ujjain 725820,-1,0.0,Low
,Male,14-10-1995,Aadhaar,5586 2751 3130,"96, Sawhney, Nangloi Jat-264361",nan,96 sawhney nangloi jat264361,male,aadhaar,False,nan male 14101995 aadhaar 5586 2751 3130 96 sawhney nangloi jat264361,-1,0.4,Medium
Piya Gandhi,Other,21-01-1979,PAN,AHKPG4581G,"218, Rattan Marg, Varanasi 055793",piya gandhi,218 rattan marg varanasi 055793,other,pan,True,piya gandhi other 21011979 pan AHKPG4581G 218 rattan marg varanasi 055793,-1,0.0,Low
Advik Kulkarni,Other,23-12-1970,Aadhaar,6055 4739 4370,"88, Chaudhry, Bhusawal 938601",advik kulkarni,88 chaudhry bhusawal 938601,other,aadhaar,False,advik kulkarni other 23121970 aadhaar 6055 4739 4370 88 chaudhry bhusawal 938601,-1,0.4,Medium
Aarush Srinivasan,Other,27-03-1975,Passport,Y2791196,"H.No. 19, Kalla Marg, Thoothukudi 753714",aarush srinivasan,hno 19 kalla marg thoothukudi 753714,other,passport,True,aarush srinivasan other 27031975 passport Y2791196 hno 19 kalla marg thoothukudi 753714,-1,0.0,Low
Shamik Goswami,Male,08-08-1968,Passport,K7463629,"494, Mangal Ganj, Gulbarga 358976",shamik goswami,494 mangal ganj gulbarga 358976,male,passport,True,shamik goswami male 08081968 passport K7463629 494 mangal ganj gulbarga 358976,-1,0.0,Low
Alisha Balay,Male,30-01-1967,PAN,YYHBB6503A,"575, Sekhon Nagar, Udaipur-753700",alisha balay,575 sekhon nagar udaipur753700,male,pan,True,alisha balay male 30011967 pan YYHBB6503A 575 sekhon nagar udaipur753700,-1,0.0,Low
Yashvi Master,Other,24-11-1999,Aadhaar,1475 5562 1494,"76, Char Nagar, Solapur 286035",yashvi master,76 char nagar solapur 286035,other,aadhaar,False,yashvi master other 24111999 aadhaar 1475 5562 1494 76 char nagar solapur 286035,-1,0.4,Medium
Nirvaan Sachdev,Female,21-10-2002,Aadhaar,7894 2457 2510,"717, Chaudhuri Circle, Mau 734040",nirvaan sachdev,717 chaudhuri circle mau 734040,female,aadhaar,False,nirvaan sachdev female 21102002 aadhaar 7894 2457 2510 717 chaudhuri circle mau 734040,-1,0.4,Medium
Kiara Sant,,12-03-2000,PAN,ZMQJS9970J,,kiara sant,nan,nan,pan,True,kiara sant nan 12032000 pan ZMQJS9970J nan,-1,0.0,Low
Hunar Dayal,Other,Unknown,Aadhaar,1294 6716 3980,"H.No. 97, Barad Ganj, Nadiad-239635",hunar dayal,hno 97 barad ganj nadiad239635,other,aadhaar,False,hunar dayal other Unknown aadhaar 1294 6716 3980 hno 97 barad ganj nadiad239635,-1,0.4,Medium
Nitara Varghese,Male,18-12-1998,Aadhaar,7436 9595 9608,,nitara varghese,nan,male,aadhaar,False,nitara varghese male 18121998 aadhaar 7436 9595 9608 nan,-1,0.4,Medium
Faiyaz Jayaraman,Female,07-07-1998,PAN,HIJTJ8281O,"291, Borde, Surendranagar Dudhrej 132020",faiyaz jayaraman,291 borde surendranagar dudhrej 132020,female,pan,True,faiyaz jayaraman female 07071998 pan HIJTJ8281O 291 borde surendranagar dudhrej 132020,-1,0.0,Low
,Other,18-12-1972,Passport,J1791538,"H.No. 871, Kothari Circle, Nanded 048123",nan,hno 871 kothari circle nanded 048123,other,passport,True,nan other 18121972 passport J1791538 hno 871 kothari circle nanded 048123,-1,0.0,Low
Neysa Biswas,Other,04-09-1975,Aadhaar,7758 1482 7832,"09/55, Sami Zila, Khora -680507",neysa biswas,0955 sami zila khora 680507,other,aadhaar,False,neysa biswas other 04091975 aadhaar 7758 1482 7832 0955 sami zila khora 680507,-1,0.4,Medium
Alia Warrior,Other,13-10-2005,PAN,KDVGW7680W,"82, Lala Zila, Bhiwandi-214049",alia warrior,82 lala zila bhiwandi214049,other,pan,True,alia warrior other 13102005 pan KDVGW7680W 82 lala zila bhiwandi214049,-1,0.0,Low
Aradhya Barad,Female,13-10-1990,Aadhaar,7258 1487 8503,"042, Guha Street, Chittoor-529016",aradhya barad,042 guha street chittoor529016,female,aadhaar,False,aradhya barad female 13101990 aadhaar 7258 1487 8503 042 guha street chittoor529016,-1,0.4,Medium
Jivika Loke,Other,14-11-1985,PAN,JXNGL0903N,"671, Saha Chowk, Jamnagar 057464",jivika loke,671 saha chowk jamnagar 057464,other,pan,True,jivika loke other 14111985 pan JXNGL0903N 671 saha chowk jamnagar 057464,-1,0.0,Low
Kiaan Wadhwa,Male,15-07-1980,Passport,C5917192,"251, Kannan, Unnao 180861",kiaan wadhwa,251 kannan unnao 180861,male,passport,True,kiaan wadhwa male 15071980 passport C5917192 251 kannan unnao 180861,-1,0.0,Low
